,age,gender,country,education,job_title,years_coding,salary,Data_Science_Course,Languages
198,25-29,Female,United States of America,Master’s degree,Data Scientist,5-10 years,"125,000-149,999",Udacity;Coursera;edX;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree),Python;R;SQL;Udacity;Coursera;edX;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree)
199,25-29,Male,Morocco,Doctoral degree,Statistician,3-5 years,$0-999,Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree),Python;R;SQL;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree)
200,25-29,Male,Canada,Master’s degree,Data Scientist,5-10 years,"40,000-49,999",Coursera;University Courses (resulting in a university degree),Python;Coursera;University Courses (resulting in a university degree)
202,25-29,Female,Canada,Master’s degree,Data Scientist,3-5 years,"70,000-79,999",Coursera;University Courses (resulting in a university degree),Python;Coursera;University Courses (resulting in a university degree)
203,22-24,Male,United States of America,Master’s degree,Business Analyst,< 1 years,"60,000-69,999",edX;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;SQL;edX;Kaggle Courses (i.e. Kaggle Learn);Udemy
205,25-29,Male,Brazil,Bachelor’s degree,Other,3-5 years,"10,000-14,999",Coursera;edX;Udemy,Python;Javascript;Coursera;edX;Udemy
206,55-59,Male,United States of America,Doctoral degree,Other,3-5 years,"10,000-14,999",Udacity;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;SQL;Bash;Udacity;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
207,25-29,Male,Hungary,Some college/university study without earning a bachelor’s degree,Data Analyst,3-5 years,"10,000-14,999",Udacity;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;Udacity;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
208,25-29,Male,Belarus,Doctoral degree,Data Scientist,5-10 years,"1,000-1,999",Coursera,Python;SQL;Java;Bash;Other;Coursera
209,22-24,Male,Spain,Master’s degree,Data Analyst,3-5 years,"10,000-14,999",University Courses (resulting in a university degree),R;SQL;Java;Javascript;University Courses (resulting in a university degree)
210,22-24,Male,United States of America,Bachelor’s degree,Data Analyst,1-2 years,"60,000-69,999",DataCamp,Python;R;SQL;DataCamp
212,22-24,Female,India,Master’s degree,Data Scientist,5-10 years,$0-999,Udacity;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;LinkedIn Learning;University Courses (resulting in a university degree),Python;Udacity;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;LinkedIn Learning;University Courses (resulting in a university degree)
213,18-21,Male,Canada,Bachelor’s degree,Data Scientist,3-5 years,"70,000-79,999",Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;R;SQL;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
215,25-29,Male,India,Master’s degree,Business Analyst,1-2 years,"10,000-14,999",edX;DataCamp;Udemy,Python;R;SQL;edX;DataCamp;Udemy
217,40-44,Male,India,Master’s degree,Data Scientist,3-5 years,"40,000-49,999",Udemy,Python;SQL;Bash;Udemy
219,35-39,Male,France,Master’s degree,Data Scientist,3-5 years,"50,000-59,999",DataCamp;University Courses (resulting in a university degree),Python;R;SQL;Bash;DataCamp;University Courses (resulting in a university degree)
220,30-34,Male,Other,Doctoral degree,Data Scientist,1-2 years,$0-999,edX;DataCamp;Fast.ai,Python;SQL;edX;DataCamp;Fast.ai
221,30-34,Male,Colombia,Doctoral degree,Research Scientist,10-20 years,"25,000-29,999",Coursera;edX,Python;Java;Coursera;edX
222,30-34,Male,Brazil,Bachelor’s degree,Software Engineer,< 1 years,"20,000-24,999",DataCamp,Python;SQL;Java;Javascript;TypeScript;DataCamp
223,40-44,Male,Germany,Doctoral degree,Research Scientist,5-10 years,"60,000-69,999",Coursera;Udemy;University Courses (resulting in a university degree),Python;C;Coursera;Udemy;University Courses (resulting in a university degree)
224,40-44,Male,United States of America,Professional degree,Statistician,10-20 years,"90,000-99,999",Udacity;Coursera;edX;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy,Python;R;SQL;Udacity;Coursera;edX;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy
225,35-39,Male,India,Master’s degree,Data Scientist,< 1 years,$0-999,Coursera,Python;Coursera
226,25-29,Male,Japan,Doctoral degree,Research Scientist,I have never written code,"30,000-39,999",None,None
230,30-34,Male,India,Professional degree,Business Analyst,1-2 years,"10,000-14,999",Udacity;Coursera;edX;Udemy;LinkedIn Learning,Python;R;SQL;Udacity;Coursera;edX;Udemy;LinkedIn Learning
231,50-54,Male,United States of America,Doctoral degree,Research Scientist,20+ years,"150,000-199,999",None,MATLAB;None
233,25-29,Female,United States of America,Master’s degree,Data Scientist,5-10 years,"150,000-199,999",Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy;LinkedIn Learning;University Courses (resulting in a university degree),Python;R;SQL;Bash;Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy;LinkedIn Learning;University Courses (resulting in a university degree)
234,55-59,Male,India,Master’s degree,Product/Project Manager,< 1 years,"15,000-19,999",Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;R;Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy
235,22-24,Male,Egypt,Bachelor’s degree,Data Scientist,1-2 years,"5,000-7,499",Coursera;Udemy;LinkedIn Learning,Coursera;Udemy;LinkedIn Learning
236,25-29,Male,India,Master’s degree,Data Scientist,3-5 years,"70,000-79,999",Coursera;Udemy,Python;SQL;Coursera;Udemy
237,30-34,Male,India,Bachelor’s degree,Software Engineer,1-2 years,"30,000-39,999",Coursera;edX;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;Java;Javascript;Bash;Coursera;edX;Kaggle Courses (i.e. Kaggle Learn)
238,50-54,Male,Sweden,Master’s degree,Other,5-10 years,"200,000-249,999",Coursera;Kaggle Courses (i.e. Kaggle Learn),None;Coursera;Kaggle Courses (i.e. Kaggle Learn)
239,18-21,Female,Nigeria,Bachelor’s degree,Data Scientist,3-5 years,"2,000-2,999",Udacity;Coursera;edX;DataCamp;Udemy,Python;R;SQL;MATLAB;Udacity;Coursera;edX;DataCamp;Udemy
240,45-49,Male,United States of America,Master’s degree,Data Analyst,10-20 years,"100,000-124,999",DataCamp;LinkedIn Learning,Python;R;SQL;Javascript;Bash;DataCamp;LinkedIn Learning
241,30-34,Male,Canada,Bachelor’s degree,Software Engineer,10-20 years,"80,000-89,999",University Courses (resulting in a university degree),Python;MATLAB;University Courses (resulting in a university degree)
242,25-29,Male,Norway,Master’s degree,Data Scientist,3-5 years,"50,000-59,999",DataCamp;Udemy;University Courses (resulting in a university degree),Python;R;SQL;DataCamp;Udemy;University Courses (resulting in a university degree)
245,30-34,Male,Other,Master’s degree,Research Scientist,< 1 years,"15,000-19,999",Coursera,Python;MATLAB;Coursera
247,25-29,Female,India,Master’s degree,Data Scientist,3-5 years,"3,000-3,999",Udacity;Coursera;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn);Udemy;LinkedIn Learning;University Courses (resulting in a university degree),Python;R;SQL;Java;Javascript;MATLAB;Udacity;Coursera;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn);Udemy;LinkedIn Learning;University Courses (resulting in a university degree)
249,25-29,Male,Netherlands,Bachelor’s degree,Data Scientist,5-10 years,"50,000-59,999",Coursera;edX,Python;SQL;Javascript;Bash;Other;Coursera;edX
250,30-34,Male,United States of America,Master’s degree,Data Analyst,3-5 years,"50,000-59,999",Coursera;DataCamp;Udemy,Python;R;SQL;Other;Coursera;DataCamp;Udemy
251,35-39,Male,India,Master’s degree,Data Scientist,10-20 years,"30,000-39,999",Udacity;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;R;Udacity;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy
252,40-44,Male,Japan,Doctoral degree,Research Scientist,5-10 years,"5,000-7,499",Udemy,Python;R;Udemy
253,25-29,Male,Spain,Master’s degree,Data Scientist,3-5 years,"40,000-49,999",Coursera;Kaggle Courses (i.e. Kaggle Learn),Python;Coursera;Kaggle Courses (i.e. Kaggle Learn)
254,45-49,Male,United States of America,Master’s degree,Other,5-10 years,"200,000-249,999",Coursera;edX,Python;Coursera;edX
255,30-34,Male,South Africa,Master’s degree,Software Engineer,5-10 years,"60,000-69,999",Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai,Python;SQL;Java;TypeScript;Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai
256,50-54,Male,United States of America,Bachelor’s degree,Software Engineer,20+ years,"100,000-124,999",,Python;SQL;Javascript;
258,30-34,Female,United States of America,Bachelor’s degree,Data Analyst,1-2 years,"70,000-79,999",edX;DataCamp,R;SQL;edX;DataCamp
259,60-69,Male,United States of America,Doctoral degree,Other,1-2 years,"200,000-249,999",Coursera,Python;Coursera
260,30-34,Male,Czech Republic,Master’s degree,Other,3-5 years,"10,000-14,999",Coursera;edX;DataCamp;Udemy,Python;SQL;Other;Coursera;edX;DataCamp;Udemy
261,30-34,Male,Thailand,Master’s degree,Data Scientist,3-5 years,"90,000-99,999",edX;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;R;SQL;Java;edX;Kaggle Courses (i.e. Kaggle Learn);Udemy
262,30-34,Male,Taiwan,Master’s degree,Data Scientist,5-10 years,"80,000-89,999",Coursera;University Courses (resulting in a university degree),Python;Bash;Other;Coursera;University Courses (resulting in a university degree)
263,25-29,Male,Netherlands,Doctoral degree,Data Scientist,5-10 years,"70,000-79,999",Coursera;edX;DataCamp;Fast.ai,Python;SQL;Bash;Coursera;edX;DataCamp;Fast.ai
264,40-44,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,10-20 years,"250,000-299,999",Udemy,Python;R;C++;Javascript;Other;Udemy
267,30-34,Male,India,Bachelor’s degree,DBA/Database Engineer,< 1 years,"100,000-124,999",Coursera;edX;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;SQL;C;Javascript;MATLAB;Coursera;edX;Kaggle Courses (i.e. Kaggle Learn);Udemy
268,35-39,Male,South Korea,Master’s degree,Data Scientist,5-10 years,"4,000-4,999",Coursera,Python;SQL;Java;Coursera
270,45-49,Male,Turkey,Doctoral degree,Research Scientist,5-10 years,"50,000-59,999",Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree),Python;Java;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree)
271,45-49,Male,United States of America,Master’s degree,Research Scientist,10-20 years,"150,000-199,999",University Courses (resulting in a university degree),Python;SQL;Java;Bash;University Courses (resulting in a university degree)
272,40-44,Male,Indonesia,Bachelor’s degree,Other,20+ years,"90,000-99,999",edX;Kaggle Courses (i.e. Kaggle Learn);Fast.ai,Python;R;edX;Kaggle Courses (i.e. Kaggle Learn);Fast.ai
273,22-24,Male,France,Master’s degree,Data Scientist,1-2 years,"40,000-49,999",Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;SQL;Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy
274,45-49,Male,United States of America,Master’s degree,Other,3-5 years,"200,000-249,999",Coursera,Python;Other;Coursera
277,25-29,Female,Turkey,Bachelor’s degree,Data Analyst,< 1 years,"5,000-7,499",Kaggle Courses (i.e. Kaggle Learn);Udemy;LinkedIn Learning;University Courses (resulting in a university degree),SQL;Kaggle Courses (i.e. Kaggle Learn);Udemy;LinkedIn Learning;University Courses (resulting in a university degree)
278,22-24,Female,India,Master’s degree,Other,< 1 years,$0-999,Udacity;DataCamp;Udemy;LinkedIn Learning,Python;R;SQL;C;C++;Udacity;DataCamp;Udemy;LinkedIn Learning
279,40-44,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,10-20 years,"125,000-149,999",Udacity;Coursera;Fast.ai;University Courses (resulting in a university degree),Python;R;SQL;Udacity;Coursera;Fast.ai;University Courses (resulting in a university degree)
280,35-39,Male,Japan,Master’s degree,Data Scientist,3-5 years,"5,000-7,499",University Courses (resulting in a university degree),Python;R;C;University Courses (resulting in a university degree)
281,50-54,Male,Italy,Master’s degree,Software Engineer,1-2 years,"40,000-49,999",Coursera;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;C;C++;Bash;Coursera;Kaggle Courses (i.e. Kaggle Learn)
282,30-34,Male,Switzerland,Doctoral degree,Data Scientist,5-10 years,"125,000-149,999",edX;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy;University Courses (resulting in a university degree),Python;SQL;C++;Bash;edX;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy;University Courses (resulting in a university degree)
284,40-44,Male,United States of America,Master’s degree,Data Scientist,10-20 years,"> $500,000",None,Python;R;SQL;C++;Java;MATLAB;None
285,22-24,Male,India,Bachelor’s degree,Software Engineer,1-2 years,"4,000-4,999",Udacity;Coursera;DataCamp;Udemy,Python;SQL;Javascript;TypeScript;Bash;Udacity;Coursera;DataCamp;Udemy
288,22-24,Male,United States of America,Master’s degree,Data Scientist,1-2 years,"70,000-79,999",Udacity;edX,Python;Bash;Udacity;edX
289,60-69,Male,United States of America,Master’s degree,Other,1-2 years,"150,000-199,999",Coursera;edX;Udemy,Python;Other;Coursera;edX;Udemy
291,30-34,Male,India,Doctoral degree,Data Analyst,3-5 years,"10,000-14,999",Udacity;Udemy,Python;R;Udacity;Udemy
292,25-29,Male,Mexico,Master’s degree,Data Scientist,3-5 years,"40,000-49,999",Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;LinkedIn Learning,Python;Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;LinkedIn Learning
293,30-34,Male,Other,Master’s degree,Data Scientist,3-5 years,"15,000-19,999",Coursera;DataCamp;University Courses (resulting in a university degree),Python;R;SQL;Coursera;DataCamp;University Courses (resulting in a university degree)
294,30-34,Male,Italy,Doctoral degree,Research Scientist,5-10 years,"40,000-49,999",None,Python;C++;None
295,35-39,Male,Other,Doctoral degree,Data Scientist,10-20 years,"125,000-149,999",Coursera,Python;Java;Coursera
296,30-34,Male,South Africa,Professional degree,Product/Project Manager,10-20 years,"100,000-124,999",Coursera;DataCamp,Python;SQL;Coursera;DataCamp
297,50-54,Male,Brazil,Master’s degree,Statistician,20+ years,"100,000-124,999",Udacity;Coursera;edX;Udemy;LinkedIn Learning,R;Other;Udacity;Coursera;edX;Udemy;LinkedIn Learning
298,22-24,Female,Pakistan,Master’s degree,Research Scientist,1-2 years,$0-999,University Courses (resulting in a university degree),Python;MATLAB;University Courses (resulting in a university degree)
299,35-39,Male,Portugal,Master’s degree,Other,5-10 years,"40,000-49,999",Coursera;edX;DataQuest;LinkedIn Learning,R;SQL;C;Coursera;edX;DataQuest;LinkedIn Learning
300,30-34,Male,Germany,Doctoral degree,Data Scientist,5-10 years,"60,000-69,999",Udacity;Coursera;DataCamp;Udemy,Python;SQL;Udacity;Coursera;DataCamp;Udemy
301,25-29,Male,United States of America,Master’s degree,Statistician,5-10 years,"90,000-99,999",edX;Kaggle Courses (i.e. Kaggle Learn),Python;R;SQL;edX;Kaggle Courses (i.e. Kaggle Learn)
302,60-69,Male,United States of America,Bachelor’s degree,Software Engineer,5-10 years,"90,000-99,999",Kaggle Courses (i.e. Kaggle Learn),Python;SQL;C;C++;Java;Kaggle Courses (i.e. Kaggle Learn)
303,40-44,Male,Argentina,Master’s degree,Business Analyst,10-20 years,"25,000-29,999",Udemy,R;SQL;Udemy
304,40-44,Female,United States of America,Professional degree,Other,I have never written code,"100,000-124,999",None,None
305,25-29,Male,Brazil,Bachelor’s degree,Product/Project Manager,< 1 years,"3,000-3,999",Fast.ai,R;Fast.ai
306,50-54,Male,Italy,Some college/university study without earning a bachelor’s degree,Software Engineer,20+ years,"30,000-39,999",DataCamp,Python;R;DataCamp
308,25-29,Male,United States of America,Master’s degree,Software Engineer,< 1 years,$0-999,Coursera,Python;SQL;C;C++;MATLAB;Coursera
311,35-39,Male,Netherlands,Doctoral degree,Data Scientist,5-10 years,"60,000-69,999",Udacity;Coursera;DataCamp,Python;R;Udacity;Coursera;DataCamp
312,22-24,Male,India,Bachelor’s degree,Data Engineer,< 1 years,"4,000-4,999",DataCamp,Python;DataCamp
313,18-21,Female,United States of America,Bachelor’s degree,Software Engineer,3-5 years,"80,000-89,999",University Courses (resulting in a university degree),Python;Java;Bash;Other;University Courses (resulting in a university degree)
