,age,gender,country,education,job_title,years_coding,salary,Data_Science_Course,Languages
358,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,< 1 years,"40,000-49,999","Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
360,30-34,Man,Mexico,Doctoral degree,Software Engineer,10-20 years,"10,000-14,999",DataCamp;Udemy;LinkedIn Learning,SQL;DataCamp;Udemy;LinkedIn Learning
361,40-44,Man,India,Master’s degree,Product/Project Manager,1-2 years,"60,000-69,999",Kaggle Learn Courses;Udemy;University Courses (resulting in a university degree),R;Kaggle Learn Courses;Udemy;University Courses (resulting in a university degree)
365,22-24,Man,India,Bachelor’s degree,Data Scientist,1-2 years,"> $500,000",University Courses (resulting in a university degree),University Courses (resulting in a university degree)
367,25-29,Man,India,Bachelor’s degree,Data Analyst,3-5 years,"20,000-24,999","edX;Kaggle Learn Courses;DataCamp;Fast.ai;Udacity;Udemy;LinkedIn Learning;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","R;SQL;Bash;edX;Kaggle Learn Courses;DataCamp;Fast.ai;Udacity;Udemy;LinkedIn Learning;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
370,22-24,Man,India,Bachelor’s degree,Data Engineer,I have never written code,"5,000-7,499",,
371,35-39,Man,Republic of Korea,Master’s degree,Product/Project Manager,< 1 years,"5,000-7,499",Kaggle Learn Courses,Kaggle Learn Courses
372,25-29,Man,France,Master’s degree,Data Scientist,3-5 years,"40,000-49,999",University Courses (resulting in a university degree),C++;MATLAB;University Courses (resulting in a university degree)
376,25-29,Woman,United States of America,Master’s degree,Data Scientist,3-5 years,$0-999,DataCamp,R;SQL;DataCamp
377,35-39,Man,United States of America,Master’s degree,Data Scientist,10-20 years,"150,000-199,999",University Courses (resulting in a university degree),SQL;Julia;University Courses (resulting in a university degree)
378,45-49,Man,United States of America,Doctoral degree,Research Scientist,20+ years,"125,000-149,999",None,R;None
382,40-44,Man,United Arab Emirates,Professional degree,Other,I have never written code,"10,000-14,999",,
383,40-44,Woman,Chile,Master’s degree,Machine Learning Engineer,< 1 years,"10,000-14,999",edX;Kaggle Learn Courses;DataCamp;Udacity;Udemy;University Courses (resulting in a university degree),edX;Kaggle Learn Courses;DataCamp;Udacity;Udemy;University Courses (resulting in a university degree)
387,25-29,Man,Australia,Master’s degree,Business Analyst,1-2 years,"50,000-59,999",DataCamp;Udemy;LinkedIn Learning;University Courses (resulting in a university degree),R;SQL;DataCamp;Udemy;LinkedIn Learning;University Courses (resulting in a university degree)
390,25-29,Man,United States of America,Master’s degree,Business Analyst,1-2 years,"80,000-89,999",Udemy;LinkedIn Learning,Udemy;LinkedIn Learning
391,40-44,Woman,Malaysia,Doctoral degree,Software Engineer,5-10 years,"20,000-24,999","LinkedIn Learning;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","Javascript;LinkedIn Learning;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
392,18-21,Woman,India,Bachelor’s degree,Data Scientist,3-5 years,$0-999,Udemy,SQL;C;C++;Udemy
394,40-44,Man,Egypt,Bachelor’s degree,Machine Learning Engineer,10-20 years,$0-999,,C++;
395,40-44,Man,India,Bachelor’s degree,Other,5-10 years,"80,000-89,999","Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)","Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)"
396,45-49,Man,Colombia,Master’s degree,Business Analyst,< 1 years,"40,000-49,999",,None;
399,35-39,Man,Greece,Master’s degree,Research Scientist,1-2 years,"10,000-14,999",DataCamp;Udemy,R;SQL;Javascript;DataCamp;Udemy
401,50-54,Man,Japan,Bachelor’s degree,Machine Learning Engineer,20+ years,"90,000-99,999",None,SQL;C;C++;Javascript;MATLAB;None
403,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,1-2 years,$0-999,,Javascript;
407,22-24,Man,India,Bachelor’s degree,Other,< 1 years,"5,000-7,499",,
410,25-29,Woman,"Iran, Islamic Republic of...",Doctoral degree,Research Scientist,5-10 years,$0-999,University Courses (resulting in a university degree),Java;University Courses (resulting in a university degree)
413,25-29,Man,Japan,Master’s degree,Business Analyst,1-2 years,"50,000-59,999",Udemy,Udemy
415,25-29,Man,United States of America,Master’s degree,Data Engineer,5-10 years,"10,000-14,999",Udacity;University Courses (resulting in a university degree),SQL;Udacity;University Courses (resulting in a university degree)
416,45-49,Man,Ukraine,Some college/university study without earning a bachelor’s degree,Data Scientist,1-2 years,"40,000-49,999",,SQL;
420,40-44,Man,India,Professional degree,Other,I have never written code,"40,000-49,999",Udemy,Udemy
422,18-21,Man,India,Bachelor’s degree,Data Scientist,< 1 years,$0-999,,
423,18-21,Man,Belarus,Bachelor’s degree,Software Engineer,5-10 years,$0-999,,C++;Java;
424,25-29,Man,United States of America,Master’s degree,Business Analyst,3-5 years,"100,000-124,999",DataCamp;Udemy,DataCamp;Udemy
425,35-39,Man,Netherlands,Master’s degree,Data Analyst,3-5 years,"50,000-59,999",,SQL;
426,25-29,Woman,Philippines,Master’s degree,Data Engineer,1-2 years,"5,000-7,499",,SQL;
428,30-34,Man,Other,Master’s degree,Data Analyst,3-5 years,"2,000-2,999",,
429,25-29,Man,Japan,Master’s degree,Data Scientist,5-10 years,$0-999,None,R;SQL;None
430,22-24,Woman,India,Master’s degree,Data Analyst,< 1 years,"1,000-1,999",Udemy,SQL;Udemy
432,55-59,Man,Australia,Bachelor’s degree,Statistician,20+ years,"25,000-29,999",None,None
433,30-34,Man,United States of America,Doctoral degree,Research Scientist,5-10 years,"60,000-69,999",Kaggle Learn Courses;Fast.ai,C++;Bash;Kaggle Learn Courses;Fast.ai
435,22-24,Woman,Nepal,Master’s degree,Software Engineer,3-5 years,$0-999,Udemy;LinkedIn Learning,SQL;Java;Udemy;LinkedIn Learning
436,45-49,Woman,Other,Master’s degree,Data Analyst,1-2 years,"15,000-19,999","DataCamp;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","R;SQL;Javascript;DataCamp;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
437,35-39,Nonbinary,United States of America,Master’s degree,Data Scientist,10-20 years,"125,000-149,999",LinkedIn Learning;University Courses (resulting in a university degree),R;LinkedIn Learning;University Courses (resulting in a university degree)
438,30-34,Man,Ukraine,Master’s degree,Data Scientist,3-5 years,"2,000-2,999",University Courses (resulting in a university degree),University Courses (resulting in a university degree)
440,22-24,Man,Brazil,Master’s degree,Business Analyst,< 1 years,"1,000-1,999",edX;Kaggle Learn Courses;Udemy;University Courses (resulting in a university degree),R;SQL;edX;Kaggle Learn Courses;Udemy;University Courses (resulting in a university degree)
441,55-59,Man,India,No formal education past high school,Business Analyst,I have never written code,"2,000-2,999",Kaggle Learn Courses,Kaggle Learn Courses
442,25-29,Woman,India,Doctoral degree,Research Scientist,1-2 years,$0-999,University Courses (resulting in a university degree),R;University Courses (resulting in a university degree)
443,50-54,Man,United States of America,Master’s degree,Product/Project Manager,20+ years,"150,000-199,999",edX;Kaggle Learn Courses,SQL;C;C++;Java;Bash;edX;Kaggle Learn Courses
445,45-49,Man,India,Master’s degree,Data Scientist,3-5 years,"20,000-24,999",Udemy;LinkedIn Learning;University Courses (resulting in a university degree),R;Udemy;LinkedIn Learning;University Courses (resulting in a university degree)
446,50-54,Man,Taiwan,Bachelor’s degree,Software Engineer,20+ years,"30,000-39,999",,SQL;Java;Javascript;Bash;
447,45-49,Man,Ukraine,Professional degree,Data Scientist,20+ years,"15,000-19,999",edX,edX
448,18-21,Man,Kenya,Bachelor’s degree,Machine Learning Engineer,1-2 years,$0-999,Kaggle Learn Courses;Udemy,Javascript;Kaggle Learn Courses;Udemy
449,50-54,Man,Italy,Master’s degree,Product/Project Manager,3-5 years,"125,000-149,999",University Courses (resulting in a university degree),C++;MATLAB;University Courses (resulting in a university degree)
451,35-39,Man,South Africa,Master’s degree,Data Scientist,5-10 years,"40,000-49,999",edX;Kaggle Learn Courses;Udemy,SQL;edX;Kaggle Learn Courses;Udemy
452,30-34,Man,Poland,Master’s degree,Other,1-2 years,"7,500-9,999",Kaggle Learn Courses;Udemy;University Courses (resulting in a university degree),None;Kaggle Learn Courses;Udemy;University Courses (resulting in a university degree)
453,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,1-2 years,$0-999,,C;C++;
454,25-29,Man,India,Bachelor’s degree,Data Scientist,5-10 years,"15,000-19,999",Fast.ai,SQL;Fast.ai
455,60-69,Man,Canada,Professional degree,Business Analyst,20+ years,"100,000-124,999",edX;University Courses (resulting in a university degree),R;SQL;Julia;Bash;edX;University Courses (resulting in a university degree)
456,22-24,Man,Indonesia,Bachelor’s degree,Software Engineer,1-2 years,$0-999,"Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","SQL;Javascript;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
458,22-24,Woman,India,Bachelor’s degree,Other,1-2 years,"20,000-24,999",Udemy,SQL;C;Udemy
462,35-39,Man,United States of America,Master’s degree,Machine Learning Engineer,10-20 years,"100,000-124,999",,R;SQL;Julia;Bash;
464,60-69,Man,Canada,Master’s degree,Other,20+ years,$0-999,,R;
466,40-44,Man,Other,Master’s degree,Data Scientist,< 1 years,"25,000-29,999",Kaggle Learn Courses;DataCamp;Udacity;Udemy,SQL;Kaggle Learn Courses;DataCamp;Udacity;Udemy
470,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 years,$0-999,Udacity;Udemy;University Courses (resulting in a university degree),Udacity;Udemy;University Courses (resulting in a university degree)
473,30-34,Man,Turkey,Bachelor’s degree,Other,< 1 years,"15,000-19,999",Udemy;LinkedIn Learning;University Courses (resulting in a university degree),Udemy;LinkedIn Learning;University Courses (resulting in a university degree)
474,22-24,Man,United States of America,Bachelor’s degree,Data Analyst,< 1 years,"80,000-89,999",Kaggle Learn Courses;DataCamp,SQL;Kaggle Learn Courses;DataCamp
475,50-54,Man,United States of America,Bachelor’s degree,Data Engineer,20+ years,"100,000-124,999",Udacity;Udemy;LinkedIn Learning,SQL;Udacity;Udemy;LinkedIn Learning
476,45-49,Man,Italy,Master’s degree,Machine Learning Engineer,5-10 years,$0-999,None,C++;None
478,45-49,Woman,Egypt,Master’s degree,Other,I have never written code,"15,000-19,999",,
479,30-34,Man,Germany,Master’s degree,Software Engineer,3-5 years,"10,000-14,999",Kaggle Learn Courses;LinkedIn Learning,SQL;Javascript;Kaggle Learn Courses;LinkedIn Learning
482,45-49,Woman,Japan,I prefer not to answer,Software Engineer,10-20 years,"5,000-7,499",None,SQL;Java;Javascript;None
483,45-49,Prefer not to say,India,Bachelor’s degree,Product/Project Manager,5-10 years,"30,000-39,999",edX,SQL;Javascript;edX
485,35-39,Man,Italy,Some college/university study without earning a bachelor’s degree,Other,10-20 years,$0-999,Kaggle Learn Courses;Udemy,SQL;Javascript;Kaggle Learn Courses;Udemy
486,25-29,Man,Colombia,Professional degree,Other,< 1 years,"5,000-7,499",edX,SQL;edX
487,22-24,Man,Nigeria,Bachelor’s degree,Data Analyst,< 1 years,$0-999,Udemy;LinkedIn Learning,C++;MATLAB;Udemy;LinkedIn Learning
488,30-34,Woman,United States of America,Master’s degree,Data Engineer,5-10 years,"100,000-124,999",,SQL;Java;Javascript;
489,45-49,Man,Germany,Some college/university study without earning a bachelor’s degree,Data Scientist,20+ years,"90,000-99,999",,Julia;
490,22-24,Man,India,Master’s degree,Data Analyst,3-5 years,"70,000-79,999",DataCamp,R;SQL;C;C++;Java;DataCamp
491,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,1-2 years,"30,000-39,999",Udacity,SQL;Udacity
492,35-39,Man,Turkey,Doctoral degree,Product/Project Manager,5-10 years,"15,000-19,999",,R;C;Java;MATLAB;
496,25-29,Woman,Spain,Master’s degree,Data Analyst,I have never written code,$0-999,None,None
497,22-24,Man,India,Bachelor’s degree,Data Analyst,< 1 years,"7,500-9,999",Udemy,SQL;C++;Udemy
500,45-49,Man,United States of America,Bachelor’s degree,Other,1-2 years,"40,000-49,999",edX;Kaggle Learn Courses;DataCamp;LinkedIn Learning,R;SQL;edX;Kaggle Learn Courses;DataCamp;LinkedIn Learning
501,22-24,Man,United States of America,Master’s degree,Machine Learning Engineer,5-10 years,"50,000-59,999",University Courses (resulting in a university degree),C++;University Courses (resulting in a university degree)
502,25-29,Man,Brazil,Master’s degree,Data Analyst,5-10 years,"15,000-19,999",Udacity,SQL;C;Javascript;Udacity
503,25-29,Man,India,Bachelor’s degree,Data Scientist,5-10 years,"60,000-69,999",DataCamp;Udemy,R;SQL;DataCamp;Udemy
505,22-24,Man,Poland,Master’s degree,Data Scientist,1-2 years,"20,000-24,999",University Courses (resulting in a university degree),University Courses (resulting in a university degree)
506,22-24,Man,Indonesia,Bachelor’s degree,DBA/Database Engineer,< 1 years,$0-999,,R;SQL;Javascript;
507,30-34,Man,United States of America,Master’s degree,Data Analyst,3-5 years,"70,000-79,999",DataCamp,SQL;DataCamp
512,40-44,Man,Mexico,Doctoral degree,Business Analyst,10-20 years,"50,000-59,999",DataCamp,SQL;DataCamp
513,40-44,Woman,India,Master’s degree,Other,10-20 years,"40,000-49,999",,SQL;Java;
514,30-34,Man,India,Master’s degree,Data Analyst,3-5 years,$0-999,Kaggle Learn Courses;Udemy;LinkedIn Learning,SQL;Kaggle Learn Courses;Udemy;LinkedIn Learning
516,50-54,Man,United States of America,Master’s degree,Software Engineer,10-20 years,"125,000-149,999",None,SQL;Java;Javascript;None
517,25-29,Man,Japan,Master’s degree,Software Engineer,1-2 years,"30,000-39,999",,
519,22-24,Man,Nepal,Master’s degree,Other,1-2 years,"3,000-3,999",None,MATLAB;None
521,30-34,Man,India,Doctoral degree,Research Scientist,5-10 years,$0-999,LinkedIn Learning;University Courses (resulting in a university degree),R;MATLAB;LinkedIn Learning;University Courses (resulting in a university degree)
522,18-21,Woman,India,Bachelor’s degree,Machine Learning Engineer,1-2 years,$0-999,Udemy;University Courses (resulting in a university degree),Java;Udemy;University Courses (resulting in a university degree)
524,30-34,Man,India,Bachelor’s degree,Data Analyst,3-5 years,"25,000-29,999",,C;Java;
527,50-54,Man,Italy,Master’s degree,Product/Project Manager,10-20 years,"50,000-59,999",,SQL;
529,35-39,Man,Mexico,Bachelor’s degree,Data Scientist,5-10 years,"25,000-29,999","Kaggle Learn Courses;DataCamp;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","R;SQL;Kaggle Learn Courses;DataCamp;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
530,40-44,Man,France,Master’s degree,Product/Project Manager,3-5 years,"60,000-69,999",DataCamp;University Courses (resulting in a university degree),R;SQL;DataCamp;University Courses (resulting in a university degree)
531,30-34,Man,Colombia,Professional degree,Data Scientist,< 1 years,"1,000-1,999",,SQL;
532,55-59,Man,Italy,Professional degree,Product/Project Manager,10-20 years,$0-999,Kaggle Learn Courses;DataCamp,R;SQL;Kaggle Learn Courses;DataCamp
534,60-69,Man,United States of America,Doctoral degree,Other,10-20 years,"250,000-299,999",edX;Udemy,edX;Udemy
535,45-49,Man,Japan,Master’s degree,Business Analyst,3-5 years,"100,000-124,999",Kaggle Learn Courses;LinkedIn Learning,SQL;Kaggle Learn Courses;LinkedIn Learning
536,35-39,Woman,India,Master’s degree,Other,5-10 years,"10,000-14,999",,Java;
537,35-39,Man,Belarus,Master’s degree,Other,I have never written code,"15,000-19,999",Kaggle Learn Courses,Kaggle Learn Courses
538,35-39,Man,United States of America,Bachelor’s degree,Product/Project Manager,3-5 years,"125,000-149,999",,SQL;
540,40-44,Man,Saudi Arabia,Bachelor’s degree,Other,< 1 years,"90,000-99,999",Kaggle Learn Courses;Udacity,Kaggle Learn Courses;Udacity
541,22-24,Man,India,Bachelor’s degree,Data Scientist,1-2 years,$0-999,,
542,50-54,Man,United States of America,Master’s degree,Data Engineer,20+ years,"200,000-249,999",edX;Kaggle Learn Courses;DataCamp;Udacity;Udemy;University Courses (resulting in a university degree),Java;Bash;edX;Kaggle Learn Courses;DataCamp;Udacity;Udemy;University Courses (resulting in a university degree)
